syNorm,n,Fn/(sqrt(E*sy)h_r^2),w/(sqrt(Fn/sy))
0.005,0.1,4.412209817409334,1.129333979440065
0.005,0.2,5.271140404652116,1.0044950313429124
0.005,0.3,6.526719029124692,0.844036537391618
0.005,0.4,8.555008381429337,0.7313805987792908
0.005,0.5,11.535386773043523,0.6106794109082918
0.00525,0.1,4.345960393232133,1.1450542715456145
0.00525,0.2,5.269764761961106,1.0168774200686486
0.00525,0.3,6.607146688256477,0.8510424384613023
0.00525,0.4,8.614063062159206,0.7394156270615005
0.00525,0.5,11.457202789331262,0.6226680480683189
0.0055,0.1,4.199644280510077,1.1751160123936286
0.0055,0.2,5.290406925248754,0.9907488441507223
0.0055,0.3,6.765218748241551,0.8531227138265459
0.0055,0.4,8.614704776111967,0.7500585890944471
0.0055,0.5,11.501068785884891,0.6324442685666093
0.00575,0.1,4.498085040815921,1.1192404512123204
0.00575,0.2,5.340867104033307,0.9989533620059521
0.00575,0.3,6.618541218284255,0.8729304582690305
0.00575,0.4,8.689678924686193,0.7577298819541896
0.00575,0.5,11.521699652497249,0.6415850025600298
0.006,0.1,5.053195288624181,1.0667894033754568
0.006,0.2,5.40642469104119,1.0042103128907451
0.006,0.3,6.765525552463959,0.8752438505948247
0.006,0.4,8.732143798080577,0.7669367571831271
0.006,0.5,11.437596570881105,0.6502983959895079
0.00625,0.1,5.113047110963496,1.071519037571118
0.00625,0.2,5.511945268536857,1.006383169182615
0.00625,0.3,6.681905478740143,0.8908727311664872
0.00625,0.4,8.60260229268392,0.7819145537686059
0.00625,0.5,11.443798074315007,0.6597761830837605
0.0065,0.1,4.743934392996307,1.1188577247753548
0.0065,0.2,5.507777246599249,1.0183386176651599
0.0065,0.3,6.837468229825958,0.8910449628786321
0.0065,0.4,8.634032560454266,0.7912935603619956
0.0065,0.5,11.453908830389889,0.6695484189504461
0.00675,0.1,4.650090333696078,1.134012033261651
0.00675,0.2,5.573961383572214,1.0233139406828118
0.00675,0.3,6.929326105382417,0.8937665039282202
0.00675,0.4,8.710590903863979,0.7571781418675552
0.00675,0.5,11.547369143968591,0.675735042237084
0.007,0.1,4.705908541751493,1.144863179343153
0.007,0.2,5.608502503542008,1.03112121461637
0.007,0.3,6.908774990189939,0.90548937255675
0.007,0.4,8.694733168175683,0.7631647515852462
0.007,0.5,11.643897191813561,0.6834994453875975
0.00725,0.1,4.8153868975593594,1.144104921550379
0.00725,0.2,5.651917083685146,1.0377140542667311
0.00725,0.3,6.91530071788457,0.915914274172927
0.00725,0.4,8.760984861239086,0.7715910219551748
0.00725,0.5,11.544475462470569,0.6941473017381755
0.0075,0.1,4.907004454417934,1.1385770250167355
0.0075,0.2,5.675550853100682,1.04409563015698
0.0075,0.3,6.901276206898855,0.9254701606242818
0.0075,0.4,8.867930172465345,0.7756144992533993
0.0075,0.5,11.555006728156846,0.7031703466599547
0.00775,0.1,5.061906789150557,1.133004073595954
0.00775,0.2,5.731457627691611,1.0521353095011003
0.00775,0.3,6.91016597383675,0.9329867713608274
0.00775,0.4,8.87749712718757,0.7827962194231697
0.00775,0.5,11.54160473703163,0.711110293846697
0.008,0.1,5.076112804758038,1.1350927743160717
0.008,0.2,5.7082034886458475,1.0607667868632733
0.008,0.3,6.877021613297547,0.9440085000071706
0.008,0.4,8.733394292158591,0.7963579982509862
0.008,0.5,11.51175339366502,0.6758084772426111
0.00825,0.1,5.107896585436885,1.1454245642236804
0.00825,0.2,5.636308965769966,1.0756007269565941
0.00825,0.3,7.023589281139377,0.9428612596495174
0.00825,0.4,8.768340948179757,0.8036687926165896
0.00825,0.5,11.637728189805824,0.6801106508479017
0.0085,0.1,4.982638459106446,1.1665092112032014
0.0085,0.2,5.76140631579435,1.0752890495313088
0.0085,0.3,7.027091188139001,0.9522291790950486
0.0085,0.4,8.8181014138278,0.8098455305749943
0.0085,0.5,11.59525466210839,0.6895113047465931
0.00875,0.1,5.424002012108882,1.128523622289889
0.00875,0.2,5.817297883245087,1.0785782971632705
0.00875,0.3,7.049224059080608,0.9590215291189655
0.00875,0.4,8.74433024107016,0.8214342171845087
0.00875,0.5,11.464480141008767,0.6999705370041842
0.009,0.1,4.995974231530292,1.1947961569314596
0.009,0.2,5.750110397645417,1.092982585095619
0.009,0.3,7.137741974567764,0.9613766307529754
0.009,0.4,8.85282579517134,0.8252680711553237
0.009,0.5,11.586509214701369,0.7038916503609971
0.00925,0.1,4.772693891884575,1.2356151200721495
0.00925,0.2,5.726151129307493,1.1039591233535433
0.00925,0.3,7.1199428176363195,0.9707142404123172
0.00925,0.4,8.908514059957456,0.8300486087484834
0.00925,0.5,11.486075789531073,0.7144832424856864
0.0095,0.1,5.137324288981028,1.2047328936886514
0.0095,0.2,5.896025822798001,1.0953875510358557
0.0095,0.3,7.093600039180971,0.9806372392520378
0.0095,0.4,8.971298522638374,0.8346160591742732
0.0095,0.5,11.588280032140819,0.7195797619566148
0.00975,0.1,4.85826754391768,1.2466695177869938
0.00975,0.2,5.9162680684624505,1.1003744309492016
0.00975,0.3,7.096081546325771,0.9883108811758587
0.00975,0.4,8.989972159615997,0.8416549852777682
0.00975,0.5,11.611177681096198,0.7266782747065677
0.01,0.1,5.210647472835602,1.2167109764416462
0.01,0.2,5.890483110585776,1.1136804260026003
0.01,0.3,7.060570101801873,0.9990147647097146
0.01,0.4,8.974995012517056,0.8494254710191672
0.01,0.5,11.663635740449994,0.7306219666930927
